,id,checkout,order_placed
91,session1546188226648,0.9400267397007159,0.8767535744056857
92,session833223655483,0.9259018598084815,0.8765469248917446
93,session747324309562,0.920717488246906,0.8813312037144844
94,session566935683088,0.9117670818376086,0.8989054451345247
95,session704374636584,0.9286953525485383,0.9011437710982356
96,session1683627180073,0.9241300588258414,0.8979334939548114
97,session1082331758609,0.9384586444581872,0.8960887307779831
98,session1133871366181,0.9241300588258414,0.8979334939548114
99,session1013612281912,0.9170899394077054,0.8690030121952524
100,session1546188226637,0.9078120976917035,0.8196450121692911
101,session171798691914,0.9170899394077054,0.8690030121952524
102,session317827579997,0.9400267397007159,0.8767535744056857
103,session42949672975,0.9411905071088721,0.883347655150099
104,session120259084335,0.9286953525485383,0.9011437710982356
105,session386547056667,0.9286953525485383,0.9011437710982356
106,session609885356083,0.920717488246906,0.8813312037144844
107,session249108103177,0.9384586444581872,0.8960887307779831
108,session1511828488247,0.920717488246906,0.8813312037144844
109,session549755813908,0.9384586444581872,0.8960887307779831
110,session721554505768,0.9018276762437448,0.8982233367311105
111,session1005022347280,0.9117670818376086,0.8989054451345247
112,session1022202216527,0.9331688002749201,0.8742447525336874
113,session1546188226654,0.9325750847994674,0.8062855407281345
114,session506806140950,0.9264076702747845,0.8927771660728243
115,session1460288880679,0.925194253033997,0.8932337418019815
116,session438086664271,0.9331688002749201,0.8742447525336874
117,session1468878815267,0.9264076702747845,0.8927771660728243
118,session773094113296,0.9117670818376086,0.8989054451345247
119,session738734374936,0.9411905071088721,0.883347655150099
120,session893353197601,0.9331688002749201,0.8742447525336874
121,session1408749273115,0.9264076702747845,0.8927771660728243
122,session755914244115,0.9078120976917035,0.8196450121692911
123,session386547056717,0.9018276762437448,0.8982233367311105
124,session154618822704,0.9259018598084815,0.8765469248917446
125,session901943132178,0.9241300588258414,0.8979334939548114
126,session652835029064,0.9400267397007159,0.8767535744056857
127,session1288490188819,0.9411905071088721,0.883347655150099
128,session1597727834144,0.9264076702747845,0.8927771660728243
129,session446676598869,0.9331688002749201,0.8742447525336874
130,session85899345988,0.9170899394077054,0.8690030121952524
131,session850403524651,0.925194253033997,0.8932337418019815
132,session472446402581,0.9411905071088721,0.883347655150099
133,session463856467979,0.9384586444581872,0.8960887307779831
134,session644245094419,0.9411905071088721,0.883347655150099
135,session1357209665589,0.9286953525485383,0.9011437710982356
136,session609885356072,0.925194253033997,0.8932337418019815
137,session1468878815251,0.9411905071088721,0.883347655150099
138,session377957122126,0.9400267397007159,0.8767535744056857
139,session1494648619017,0.9117670818376086,0.8989054451345247
140,session206158430271,0.9259018598084815,0.8765469248917446
141,session42949673047,0.9331688002749201,0.8742447525336874
142,session1417339207702,0.9411905071088721,0.883347655150099
143,session214748364807,0.9384586444581872,0.8960887307779831
144,session1305670058044,0.9078120976917035,0.8196450121692911
145,session85899345954,0.925194253033997,0.8932337418019815
146,session884763263062,0.9325750847994674,0.8062855407281345
147,session1486058684430,0.9411905071088721,0.883347655150099
148,session764504178729,0.9241300588258414,0.8979334939548114
149,session1640677507099,0.9264076702747845,0.8927771660728243
150,session1047972020275,0.9259018598084815,0.8765469248917446
151,session1374389534732,0.9331688002749201,0.8742447525336874
152,session1649267441664,0.9289057069400795,0.8984064081606259
153,session1546188226620,0.920717488246906,0.8813312037144844
154,session541165879368,0.9400267397007159,0.8767535744056857
155,session1099511627789,0.9264076702747845,0.8927771660728243
156,session652835029058,0.9170899394077054,0.8690030121952524
157,session764504178767,0.9331688002749201,0.8742447525336874
158,session1589137899549,0.9411905071088721,0.883347655150099
159,session712964571206,0.920717488246906,0.8813312037144844
160,session360777252879,0.9018276762437448,0.8982233367311105
161,session1640677507141,0.9400267397007159,0.8767535744056857
162,session1434519076877,0.9117670818376086,0.8989054451345247
163,session549755813936,0.9241300588258414,0.8979334939548114
164,session42949673046,0.9331688002749201,0.8742447525336874
165,session1133871366179,0.9241300588258414,0.8979334939548114
166,session687194767386,0.9411905071088721,0.883347655150099
167,session377957122068,0.9117670818376086,0.8989054451345247
168,session876173328405,0.9264076702747845,0.8927771660728243
169,session85899345931,0.8916553403712814,0.9210586608905235
170,session1614907703366,0.920717488246906,0.8813312037144844
171,session180388626491,0.9018276762437448,0.8982233367311105
172,session1125281431606,0.9286953525485383,0.9011437710982356
173,session317827579955,0.9286953525485383,0.9011437710982356
174,session34359738397,0.9241300588258414,0.8979334939548114
175,session781684047937,0.9078120976917035,0.8196450121692911
176,session781684047937,0.9078120976917035,0.8196450121692911
177,session730144440386,0.9170899394077054,0.8690030121952524
178,session910533066785,0.9264076702747845,0.8927771660728243
179,session377957122065,0.9117670818376086,0.8989054451345247
180,session549755813945,0.9241300588258414,0.8979334939548114
181,session206158430256,0.9286953525485383,0.9011437710982356
182,session1589137899620,0.9331688002749201,0.8742447525336874
183,session523986010188,0.9400267397007159,0.8767535744056857
184,session1451698946123,0.9331688002749201,0.8742447525336874
185,session979252543509,0.9117670818376086,0.8989054451345247
186,session1468878815243,0.9286953525485383,0.9011437710982356
187,session807453851654,0.8850586109315409,0.8456017969327138
188,session1228360646694,0.9241300588258414,0.8979334939548114
189,session335007449164,0.9170899394077054,0.8690030121952524
190,session807453851726,0.9331688002749201,0.8742447525336874
191,session1331439861764,0.9088295661260469,0.7205729482707903
192,session1073741824008,0.8916553403712814,0.9210586608905235
193,session60129542197,0.9259018598084815,0.8765469248917446
194,session678604832854,0.9078120976917035,0.8196450121692911
195,session876173328455,0.9400267397007159,0.8767535744056857
196,session1194000908299,0.9384586444581872,0.8960887307779831
197,session601295421525,0.28268513043473237,0.17884085734102156
198,session1348619730994,0.4394505887314645,0.14511178874435668
199,session1030792151081,0.5109128110913045,0.16161091805937527
200,session231928234032,0.5109128110913045,0.16161091805937527
201,session987842478163,0.49403267324431616,0.13436146453378667
202,session764504178767,0.4336431967738284,0.06421426904821342
203,session51539607602,0.4326638319399613,0.1265235412410535
204,session738734374926,0.5209941825543726,0.14785668019682738
205,session180388626491,0.4326638319399613,0.1265235412410535
206,session953482739728,0.5724709956456824,0.16676644126109155
207,session953482739728,0.5724709956456824,0.16676644126109155
208,session953482739728,0.5724709956456824,0.16676644126109155
209,session309237645370,0.553192208615969,0.13398387145227564
210,session498216206378,0.48174036634394746,0.13928801352162037
211,session498216206402,0.48521323427035484,0.06657243545005793
212,session1700807049286,0.4886339135526391,0.1606967534930944
213,session1700807049286,0.4886339135526391,0.1606967534930944
214,session1700807049259,0.5481716467227602,0.18528117264217034
215,session94489280611,0.48211178372642766,0.14313603955879886
216,session94489280611,0.48211178372642766,0.14313603955879886
217,session1649267441747,0.48521323427035484,0.06657243545005793
218,session1022202216531,0.48521323427035484,0.06657243545005793
219,session1022202216531,0.48521323427035484,0.06657243545005793
220,session1022202216531,0.48521323427035484,0.06657243545005793
221,session395136991274,0.553192208615969,0.13398387145227564
222,session395136991274,0.553192208615969,0.13398387145227564
223,session523986010116,0.6256442808429036,0.026082922217424268
224,session1090921693184,0.5908061645551299,0.1965533014408212
225,session1090921693184,0.5908061645551299,0.1965533014408212
226,session1099511627789,0.5249822917367646,0.18104860793776997
227,session146028888092,0.5724709956456824,0.16676644126109155
228,session773094113348,0.5208580165076213,0.14628113774559992
229,session876173328405,0.5724709956456824,0.16676644126109155
230,session876173328405,0.5249822917367646,0.18104860793776997
231,session1348619730956,0.5453432435570511,0.16872186261378114
232,session1142461300815,0.5857787051559857,0.1449278924132078
233,session944892805156,0.3415679724047944,0.14232626195039363
234,session1348619730994,0.3427266156421136,0.13099132555660012
235,session1348619730994,0.3427266156421136,0.13099132555660012
236,session1314259992602,0.3619355269129217,0.1424894661345009
237,session627065225248,0.31793075349334077,0.1550794719741865
238,session249108103171,0.31353469968927655,0.1414170817692513
239,session816043786300,0.33804742361689555,0.1346288092423221
240,session206158430300,0.3029233451261054,0.12780713183540468
241,session893353197572,0.276521942021221,0.11061269140774388
242,session798863917088,0.3415679724047944,0.14232626195039363
243,session77309411354,0.3619355269129217,0.1424894661345009
244,session927712936003,0.3602167652894153,0.11353524991477267
245,session678604832816,0.36436357601658853,0.14294692616937857
246,session231928234018,0.39031689256522506,0.13350759971065498
247,session257698037801,0.3415679724047944,0.14232626195039363
248,session1245540515901,0.3427266156421136,0.13099132555660012
249,session180388626432,0.29732437641821213,0.1264840807842347
250,session180388626432,0.3425575215454531,0.1376187426496278
251,session180388626432,0.3415679724047944,0.15376462240471003
252,session1013612281885,0.3415679724047944,0.14232626195039363
253,session231928233995,0.36436357601658853,0.14294692616937857
254,session51539607628,0.3029233451261054,0.12780713183540468
255,session8589934608,0.27944102452272535,0.12348045747762591
256,session8589934630,0.2507662290585077,0.10294929183039139
257,session17179869255,0.23418847471474447,0.09515215493888304
258,session17179869201,0.27944102452272535,0.12348045747762591
259,session17179869201,0.27944102452272535,0.12348045747762591
260,session17179869201,0.27944102452272535,0.12348045747762591
261,session25769803817,0.2436547570583042,0.11031171781968478
262,session25769803827,0.2507662290585077,0.10294929183039139
263,session25769803813,0.2264021083819904,0.11130387097243152
264,session25769803834,0.24954474279706557,0.08888104794272148
265,session34359738405,0.2507662290585077,0.10294929183039139
266,session34359738397,0.2436547570583042,0.11031171781968478
267,session34359738391,0.2264021083819904,0.11130387097243152
268,session51539607629,0.23594569006508836,0.04805071159300655
269,session51539607576,0.27944102452272535,0.12348045747762591
270,session51539607624,0.23447602855949373,0.08533607345590728
271,session51539607604,0.24954474279706557,0.08888104794272148
272,session60129542197,0.2507662290585077,0.10294929183039139
273,session68719476818,0.23447602855949373,0.08533607345590728
274,session68719476756,0.2452879893932704,0.11549765720613885
275,session77309411348,0.27944102452272535,0.12348045747762591
276,session77309411351,0.27944102452272535,0.12348045747762591
277,session85899346001,0.23447602855949373,0.08533607345590728
278,session85899345958,0.2436547570583042,0.11031171781968478
279,session85899346000,0.23447602855949373,0.08533607345590728
280,session85899345983,0.23418847471474447,0.09515215493888304
281,session85899345983,0.23418847471474447,0.09515215493888304
282,session85899345954,0.2264021083819904,0.11130387097243152
283,session94489280531,0.2452879893932704,0.11549765720613885
284,session103079215149,0.2436547570583042,0.10248152810990968
285,session103079215149,0.2436547570583042,0.10248152810990968
286,session103079215149,0.2436547570583042,0.10248152810990968
287,session111669149742,0.2507662290585077,0.10294929183039139
288,session111669149729,0.2436547570583042,0.11031171781968478
289,session120259084295,0.2452879893932704,0.11549765720613885
290,session137438953556,0.23594569006508836,0.04805071159300655
291,session146028888104,0.2436547570583042,0.11031171781968478
292,session154618822685,0.2264021083819904,0.11130387097243152
293,session154618822719,0.23418847471474447,0.09515215493888304
294,session154618822733,0.23447602855949373,0.08533607345590728
295,session154618822704,0.2507662290585077,0.10294929183039139
296,session154618822704,0.2507662290585077,0.10294929183039139
297,session163208757283,0.2264021083819904,0.11130387097243152
298,session180388626432,0.24509517331280967,0.09561195789649556
299,session188978561040,0.26765733077356235,0.15824723101845223
300,session188978561045,0.2452879893932704,0.11549765720613885
301,session197568495695,0.23264915455988608,0.09790655007022188
302,session197568495639,0.2452879893932704,0.11549765720613885
303,session197568495717,0.23447602855949373,0.08533607345590728
304,session197568495713,0.2901326322810236,0.10379447043461504
305,session206158430210,0.24641922086890392,0.10435355274362358
306,session206158430271,0.24954474279706557,0.08888104794272148
307,session231928234018,0.2264021083819904,0.11130387097243152
308,session240518168588,0.26765733077356235,0.15824723101845223
309,session249108103198,0.2264021083819904,0.11130387097243152
310,session249108103200,0.2436547570583042,0.11031171781968478
311,session249108103179,0.26765733077356235,0.15824723101845223
312,session249108103187,0.27944102452272535,0.12348045747762591
313,session266287972409,0.24954474279706557,0.08888104794272148
314,session274877906945,0.24509517331280967,0.09561195789649556
315,session274877907007,0.24954474279706557,0.08888104794272148
316,session274877907007,0.24954474279706557,0.08888104794272148
317,session274877907055,0.2376591601956564,0.08892557261383507
318,session283467841604,0.2754251608597188,0.08202127434006606
319,session283467841590,0.23264915455988608,0.09790655007022188
320,session292057776200,0.23264915455988608,0.09790655007022188
321,session292057776178,0.2436547570583042,0.10248152810990968
322,session292057776212,0.2901326322810236,0.10379447043461504
323,session300647710806,0.2376591601956564,0.08892557261383507
324,session300647710781,0.23418847471474447,0.09515215493888304
325,session300647710742,0.2452879893932704,0.11549765720613885
326,session309237645349,0.2436547570583042,0.11031171781968478
327,session309237645392,0.2901326322810236,0.10379447043461504
328,session317827579957,0.2507662290585077,0.10294929183039139
329,session317827579906,0.24509517331280967,0.09561195789649556
330,session326417514563,0.23418847471474447,0.09515215493888304
331,session335007449111,0.2264021083819904,0.11130387097243152
332,session335007449092,0.12060718108938989,0.028339932668691534
333,session335007449118,0.2436547570583042,0.11031171781968478
334,session335007449097,0.26765733077356235,0.15824723101845223
335,session335007449101,0.27944102452272535,0.12348045747762591
336,session343597383737,0.23264915455988608,0.09790655007022188
337,session352187318343,0.2901326322810236,0.10379447043461504
338,session352187318322,0.23264915455988608,0.09790655007022188
339,session352187318351,0.23447602855949373,0.08533607345590728
340,session360777252872,0.24698887581622594,0.13082904725851105
341,session360777252896,0.2264021083819904,0.11130387097243152
342,session360777252940,0.23447602855949373,0.08533607345590728
343,session377957122083,0.27944102452272535,0.12348045747762591
344,session377957122060,0.20730260368096304,0.08148348155867384
345,session377957122103,0.2436547570583042,0.10248152810990968
346,session377957122103,0.2436547570583042,0.10248152810990968
347,session395136991283,0.24954474279706557,0.08888104794272148
348,session395136991274,0.2507662290585077,0.10294929183039139
349,session395136991274,0.2507662290585077,0.10294929183039139
350,session395136991281,0.2507662290585077,0.10294929183039139
351,session403726925864,0.2507662290585077,0.10294929183039139
352,session412316860424,0.12060718108938989,0.028339932668691534
353,session412316860451,0.2436547570583042,0.10248152810990968
354,session412316860494,0.23594569006508836,0.04805071159300655
355,session420906795010,0.24509517331280967,0.09561195789649556
356,session420906795095,0.2376591601956564,0.08892557261383507
357,session438086664225,0.2436547570583042,0.11031171781968478
358,session438086664213,0.27944102452272535,0.12348045747762591
359,session438086664239,0.24954474279706557,0.08888104794272148
360,session438086664260,0.23418847471474447,0.09515215493888304
361,session446676598842,0.24954474279706557,0.08888104794272148
362,session446676598854,0.23418847471474447,0.09515215493888304
363,session446676598864,0.2901326322810236,0.10379447043461504
364,session455266533386,0.24698887581622594,0.13082904725851105
365,session455266533395,0.26765733077356235,0.15824723101845223
366,session463856468028,0.24954474279706557,0.08888104794272148
367,session463856468046,0.23447602855949373,0.08533607345590728
368,session463856467987,0.2452879893932704,0.11549765720613885
369,session472446402626,0.23418847471474447,0.09515215493888304
370,session472446402626,0.23418847471474447,0.09515215493888304
371,session472446402641,0.23594569006508836,0.04805071159300655
372,session481036337186,0.2264021083819904,0.11130387097243152
373,session481036337215,0.23418847471474447,0.09515215493888304
374,session489626271744,0.24509517331280967,0.09561195789649556
375,session489626271816,0.2376591601956564,0.08892557261383507
376,session515396075593,0.23418847471474447,0.09515215493888304
377,session515396075588,0.24954474279706557,0.08888104794272148
378,session515396075523,0.1518281114441737,0.029407618033368842
379,session523986010140,0.27944102452272535,0.12348045747762591
380,session523986010144,0.2264021083819904,0.11130387097243152
381,session523986010116,0.23467588348466467,0.01952615967975876
382,session523986010116,0.23467588348466467,0.01952615967975876
383,session523986010192,0.2376591601956564,0.08892557261383507
384,session532575944717,0.26765733077356235,0.15824723101845223
385,session532575944745,0.2507662290585077,0.10294929183039139
386,session532575944730,0.2264021083819904,0.11130387097243152
387,session532575944730,0.2264021083819904,0.11130387097243152
388,session532575944759,0.23264915455988608,0.09790655007022188
389,session532575944710,0.24698887581622594,0.13082904725851105
390,session532575944743,0.2507662290585077,0.10294929183039139
391,session532575944719,0.2452879893932704,0.11549765720613885
392,session541165879331,0.2436547570583042,0.10248152810990968
393,session541165879368,0.23447602855949373,0.08533607345590728
394,session541165879360,0.2754251608597188,0.08202127434006606
395,session549755813980,0.2754251608597188,0.08202127434006606
396,session549755813980,0.2754251608597188,0.08202127434006606
397,session549755813902,0.26765733077356235,0.15824723101845223
398,session549755813902,0.26765733077356235,0.15824723101845223
399,session549755813942,0.2436547570583042,0.11031171781968478
400,session549755813934,0.2436547570583042,0.11031171781968478
401,session566935683148,0.2901326322810236,0.10379447043461504
402,session566935683080,0.24698887581622594,0.13082904725851105
403,session566935683121,0.2436547570583042,0.10248152810990968
404,session575525617695,0.2436547570583042,0.11031171781968478
405,session575525617698,0.2436547570583042,0.11031171781968478
406,session584115552311,0.23264915455988608,0.09790655007022188
407,session584115552288,0.2436547570583042,0.11031171781968478
408,session584115552293,0.2436547570583042,0.11031171781968478
409,session584115552293,0.2436547570583042,0.10248152810990968
410,session584115552296,0.2436547570583042,0.10248152810990968
411,session584115552326,0.2901326322810236,0.10379447043461504
412,session592705486900,0.24954474279706557,0.08888104794272148
413,session592705486901,0.24954474279706557,0.08888104794272148
414,session592705486925,0.23447602855949373,0.08533607345590728
415,session592705486883,0.2436547570583042,0.11031171781968478
416,session601295421533,0.23594569006508836,0.04805071159300655
417,session601295421497,0.23264915455988608,0.09790655007022188
418,session609885356083,0.24954474279706557,0.08888104794272148
419,session618475290627,0.12060718108938989,0.028339932668691534
420,session618475290645,0.27944102452272535,0.12348045747762591
421,session618475290704,0.23594569006508836,0.04805071159300655
422,session627065225228,0.26765733077356235,0.15824723101845223
423,session627065225243,0.27944102452272535,0.12348045747762591
424,session627065225255,0.2436547570583042,0.11031171781968478
425,session635655159882,0.23594569006508836,0.04805071159300655
426,session635655159844,0.2507662290585077,0.10294929183039139
427,session644245094434,0.2436547570583042,0.11031171781968478
428,session644245094427,0.2264021083819904,0.11130387097243152
429,session644245094483,0.23594569006508836,0.04805071159300655
430,session644245094441,0.2507662290585077,0.10294929183039139
431,session644245094441,0.2507662290585077,0.10294929183039139
432,session652835029064,0.23447602855949373,0.08533607345590728
433,session652835029064,0.23447602855949373,0.08533607345590728
434,session652835029064,0.23447602855949373,0.08533607345590728
435,session652835029007,0.2452879893932704,0.11549765720613885
436,session661424963610,0.2264021083819904,0.11130387097243152
437,session661424963614,0.2436547570583042,0.11031171781968478
438,session670014898202,0.2436547570583042,0.11031171781968478
439,session678604832806,0.2264021083819904,0.11130387097243152
440,session678604832811,0.2436547570583042,0.10248152810990968
441,session678604832794,0.2452879893932704,0.11549765720613885
442,session678604832816,0.2507662290585077,0.10294929183039139
443,session678604832850,0.23418847471474447,0.09515215493888304
444,session695784701964,0.2452879893932704,0.11549765720613885
445,session704374636599,0.2754251608597188,0.08202127434006606
446,session712964571206,0.23264915455988608,0.09790655007022188
447,session712964571206,0.23264915455988608,0.09790655007022188
448,session712964571190,0.2436547570583042,0.10248152810990968
449,session712964571173,0.2264021083819904,0.11130387097243152
450,session721554505790,0.2754251608597188,0.08202127434006606
451,session730144440384,0.2901326322810236,0.10379447043461504
452,session730144440382,0.2754251608597188,0.08202127434006606
453,session738734374942,0.2264021083819904,0.11130387097243152
454,session738734374980,0.2901326322810236,0.10379447043461504
455,session755914244178,0.23594569006508836,0.04805071159300655
456,session755914244179,0.23594569006508836,0.04805071159300655
457,session764504178724,0.2264021083819904,0.11130387097243152
458,session764504178728,0.2436547570583042,0.11031171781968478
459,session773094113311,0.2264021083819904,0.11130387097243152
460,session790273982475,0.26765733077356235,0.15824723101845223
461,session790273982551,0.23447602855949373,0.08533607345590728
462,session807453851654,0.24698887581622594,0.13082904725851105
463,session807453851690,0.2507662290585077,0.10294929183039139
464,session824633720864,0.2436547570583042,0.11031171781968478
465,session833223655492,0.23264915455988608,0.09790655007022188
466,session833223655485,0.23418847471474447,0.09515215493888304
467,session841813590029,0.24698887581622594,0.13082904725851105
468,session841813590029,0.24698887581622594,0.13082904725851105
469,session841813590044,0.2452879893932704,0.11549765720613885
470,session841813590040,0.2452879893932704,0.11549765720613885
471,session850403524651,0.2436547570583042,0.10248152810990968
472,session858993459213,0.26765733077356235,0.15824723101845223
473,session867583393796,0.12060718108938989,0.028339932668691534
474,session876173328407,0.27944102452272535,0.12348045747762591
475,session884763263037,0.24954474279706557,0.08888104794272148
476,session893353197572,0.12060718108938989,0.028339932668691534
477,session893353197591,0.2452879893932704,0.11549765720613885
478,session919123001386,0.2507662290585077,0.10294929183039139
479,session919123001383,0.2436547570583042,0.10248152810990968
480,session919123001353,0.26765733077356235,0.15824723101845223
481,session919123001382,0.2436547570583042,0.10248152810990968
482,session927712935963,0.27944102452272535,0.12348045747762591
483,session927712935963,0.27944102452272535,0.12348045747762591
484,session927712936022,0.2376591601956564,0.08892557261383507
485,session936302870592,0.24954474279706557,0.08888104794272148
486,session936302870536,0.12060718108938989,0.028339932668691534
487,session944892805156,0.2436547570583042,0.10248152810990968
488,session944892805156,0.2436547570583042,0.10248152810990968
489,session944892805143,0.27944102452272535,0.12348045747762591
490,session944892805143,0.27944102452272535,0.12348045747762591
491,session944892805172,0.23264915455988608,0.09790655007022188
492,session944892805172,0.23264915455988608,0.09790655007022188
493,session953482739762,0.23264915455988608,0.09790655007022188
494,session953482739780,0.2901326322810236,0.10379447043461504
495,session953482739780,0.2901326322810236,0.10379447043461504
496,session953482739730,0.27944102452272535,0.12348045747762591
497,session953482739778,0.2754251608597188,0.08202127434006606
498,session962072674384,0.2901326322810236,0.10379447043461504
499,session962072674384,0.2901326322810236,0.10379447043461504
500,session962072674335,0.27944102452272535,0.12348045747762591
501,session962072674336,0.27944102452272535,0.12348045747762591
502,session962072674336,0.27944102452272535,0.12348045747762591
503,session962072674318,0.26765733077356235,0.15824723101845223
504,session970662608962,0.2376591601956564,0.08892557261383507
505,session987842478117,0.2264021083819904,0.11130387097243152
506,session987842478164,0.2901326322810236,0.10379447043461504
507,session987842478081,0.24509517331280967,0.09561195789649556
508,session996432412682,0.2452879893932704,0.11549765720613885
509,session996432412704,0.2436547570583042,0.10248152810990968
510,session1005022347272,0.24698887581622594,0.13082904725851105
511,session1013612281906,0.23264915455988608,0.09790655007022188
512,session1013612281909,0.23264915455988608,0.09790655007022188
513,session1013612281914,0.23418847471474447,0.09515215493888304
514,session1013612281857,0.2366760413513404,0.08673970655866708
515,session1013612281857,0.2366760413513404,0.08673970655866708
516,session1022202216472,0.27944102452272535,0.12348045747762591
517,session1022202216475,0.2264021083819904,0.11130387097243152
518,session1022202216493,0.23418847471474447,0.09515215493888304
519,session1022202216464,0.2452879893932704,0.11549765720613885
520,session1039382085632,0.24509517331280967,0.09561195789649556
521,session1039382085645,0.26765733077356235,0.15824723101845223
522,session1047972020258,0.2436547570583042,0.10248152810990968
523,session1047972020273,0.24954474279706557,0.08888104794272148
524,session1047972020294,0.2754251608597188,0.08202127434006606
525,session1056561954889,0.23264915455988608,0.09790655007022188
526,session1065151889470,0.23447602855949373,0.08533607345590728
527,session1065151889470,0.23447602855949373,0.08533607345590728
528,session1065151889463,0.2754251608597188,0.08202127434006606
529,session1073741824057,0.2507662290585077,0.10294929183039139
530,session1073741824062,0.24954474279706557,0.08888104794272148
531,session1073741824067,0.24954474279706557,0.08888104794272148
532,session1073741824001,0.24509517331280967,0.09561195789649556
533,session1082331758621,0.2264021083819904,0.11130387097243152
